"文书记录id","文书类型编码(code关联字典表)","来源id","业务id","文书填报人","填报人所处的单位","创建时间","最后修改时间","最后执行修改事务人id","承办人id(需要承办人签名时，才传该字段,最多3个人)","已经签名的承认人的id","文书号","pdf附件id(关联附件表)","签字文书附件id(关联附件表)","pdf_size","其他文书附件","签章状态","0 是正常 -1 删除","文书版本","文书号","自动签名状态 0 非自动签名  1 自动签名","文书附件id(关联附件表)","记录版本","是否已上报省厅 0否 1是","签字文书已上传标志 0:否 1:是","企业id","数据导入类型，是否是本系统生成的数据 默认0 ","当事人签名证据","过过期状态期状态  0 正常 1 过期","签字文书上传时间","文书来源 L 立案  E 检查","归属年份","转办标记","转办版本号","地区编码","操作类型","uuid","分类分级","加载时间","文书类型编码(code关联字典表)","0 是正常 -1 删除","签章状态","是否已上报省厅 0否 1是","签字文书已上传标志 0:否 1:是","过过期状态期状态  0 正常 1 过期","数据导入类型，是否是本系统生成的数据 默认0 ","转办标记","地区编码"
WS320500815221956302344192,ws1004007,LA320500815219576202596352,,USER320500428136031364059136,"320583520000",2024-03-28 14:01:02.000,2024-04-08 14:40:46.000,USER320500428136031364059136,"USER320500428135834630230016,USER320500428136031364059136",,（苏苏昆陆）应急回〔2024〕127-3号,FILE320500819198091482632192,,1,,"1","0",0,"127-3","0",FILE320500815221956935684096,,"0","1",EP320500814495900129824768,"320500",,"0",2024-04-08 13:20:46.000,L,"2024","0","0","320500",i,f1652d8a-ed23-11ee-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
"9ED78D38-7F99-C541-3531-394E9EE9A67A",ws10003,"9ED78D38-7F99-C541-3531-394E9EE9A67A",,,"320509000009",2020-10-09 15:23:03.000,2020-10-09 15:41:12.000,,,,(苏苏江)应急现记〔2020〕1374号,FILE320500373486146111410176,,0,,"0","0",0,"1374","0",,,"0","0","5c1f3aa8-5419-4783-b7f7-d3858c09a017","1",,"0",,,,"0","0","320500",u,bc3ebaad-b303-11eb-bca6-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500721409302383824896,ws10048,LA320500678292286185934848,,USER3205088MANUAL,"320571430000",2023-07-13 17:03:06.000,2023-07-13 18:48:44.000,USER3205088MANUAL,"USER3205077MANUAL,USER3205088MANUAL",,（苏苏园）应急〔2023〕111号,FILE320500721409320285114368,,10,,"0","0",0,"111","0",FILE320500721409320251559936,,"0","0",EP3205001639666932827363350,"320500",,"0",,L,"2023","0","0","320500",i,"26bff844-219e-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500931901473783025664,ws10084,LA320500914196038724620288,,USER3205340,"320582030000",2025-02-13 13:23:46.000,2025-02-13 14:40:21.000,USER3205316,"USER320500637977701335961600,USER3205340",,（苏苏张）应急信〔2024〕,FILE320500931901474198261760,,1,,"1","0",0,,"0",FILE320500931901474173095936,,"0","0",EP320500913459949047123968,"320500",,"0",,L,"2024","0","0","320500",i,"5d9b9f3f-ea2c-11ef-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320505743408458526625792,ws10003,EA320505743101292129292288,,USER3205067,"320505030000",2023-09-12 09:59:50.000,2023-09-12 12:44:03.000,USER3205064,"USER3205067,USER3205064",,（苏苏高）应急现记〔2023〕669号,FILE320505743417021357625345,,1,,"0","0",0,"669","0",FILE320505743408459491315712,,"0","1",EP3205001639666805068207897,"320500",,"0",2023-09-12 10:33:51.000,E,"2023","0","0","320500",i,"3b45b1a5-518d-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581622020106804793344,ws10053,LA320581613683854464520192,,USER320581508227599332282368,"320581500000",2022-10-12 10:45:52.000,2022-10-12 13:54:11.000,USER320505426820287934238720,"USER320505426820287934238720,USER320581508227599332282368",,（苏苏常辛）应急调查〔2022〕760号,FILE320581622020652789927936,,2,,"0","0",0,"760","0",FILE320581622020652655710208,,"0","0",EP3205001639666920153347560,"320500",,"0",,L,"2022","0","0","320500",i,"9b69100f-4a4f-11ed-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500876471807547281408,ws1004018,LA320500864816324302344192,,USER3205053MANUAL,"320571410000",2024-09-13 14:26:04.000,2024-09-19 15:43:31.000,USER3205053MANUAL,"USER3205053MANUAL,USER3205052MANUAL",,（苏苏园）应急回〔2024〕84号,FILE320500878646001605283840,,1,,"1","0",0,"84","0",FILE320500876473392713175040,,"0","1",EP320500809729651462115328,"320500",,"0",2024-09-19 14:25:32.000,L,"2024","0","0","320500",i,"177e3663-71f2-11ef-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581596987727551926272,ws10045,LA320581586908415863820288,,USER320500284027517067595776,"320581530000",2022-08-04 08:56:07.000,2022-08-05 11:54:16.000,USER320581543880717646434304,"USER320500284027517067595776,USER320581550321759534977024",,（苏苏常沙）应急案延〔2022〕529号,FILE320581596987728051048448,,1,,"1","0",0,"529","0",FILE320581596987728034271232,,"0","0",EP3205001639666899277324849,"320500",,"0",,L,"2022","0","0","320500",i,"6e74802a-1417-11ed-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500570615586871054336,ws10005,EA320500570549709131747328,EC320500570615586573258752,USER3205371,"320583060000",2022-05-23 14:22:39.000,2022-05-23 15:54:56.000,USER320500283015477607796736,"USER320500283009974479622144,USER3205371",,（苏苏昆）应急责改〔2022〕558号,FILE320500570615587357593600,,1,,"1","0",0,"558","0",FILE320500570615587332427776,,"0","0","034c4fef-7be9-4c35-b72e-3bd670f5cf93","320500",,"0",,E,"2022","0","0","320500",i,"5a3ae9af-daba-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581995611901423521792,ws10084,LA320581967791031221227520,,USER320581636888047094337536,"320581050000",2025-08-08 08:46:16.000,2025-08-08 10:43:16.000,USER3205285,"USER320581636888047094337536,USER320581779717589994573824",,（苏苏常）应急信〔2025〕,FILE320581995611901993947136,,1,,"1","0",0,,"0",FILE320581995611901964587008,,"0","0",EP320581967376233803288576,"320500",,"0",,L,"2025","0","0","320500",i,"04d33847-7478-11f0-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320505484401658839699456,ws10063,LA320505483313280429854720,,USER3205076,"320505410000",2021-09-27 16:39:16.000,2021-10-13 19:41:36.000,USER3205076,"USER320500282561185490931712,USER3205076",,（苏苏高）应急确认〔2021〕219号,FILE320505484767580343504897,,2,,"0","0",0,"219","0",FILE320505484401924318171136,,"0","1",EP320505482911259218415616,"320500",,"0",2021-09-28 16:53:19.000,L,"2021","0","0","320500",i,"4e20d773-1fb4-11ec-bc7f-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500758989188178644992,ws10059,LA320500758610120899825664,,USER3205327,"320582030000",2023-10-25 09:52:05.000,2023-10-27 14:43:23.000,USER3205323,"USER3205327,USER320500637969450334687232",,（苏苏张）应急法审〔2023〕550号,FILE320500758989188853927936,,2,,"1","0",0,"550","0",FILE320500758989188820373504,,"0","0",EP320500758270572462346240,"320500",,"0",,L,"2023","0","0","320500",i,"55a0688c-7357-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500696048678644748288,ws10059,LA320500690160339425169408,,USER3205358,"320582060000",2023-05-04 17:28:58.000,2023-05-18 10:31:44.000,USER3205323,"USER3205358,USER320500637974901096976384",,（苏苏张）应急法审〔2023〕206号,FILE320500696048679328419840,,2,,"1","0",0,"206","0",FILE320500696048679294865408,,"0","0",EP3205001639666792615192927,"320500",,"0",,L,"2023","0","0","320500",i,"52cac44b-ea9d-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500489459415125069824,ws10001,LA320500488698615401811968,,dbb0c580-3cbf-4b66-a84b-f81d9d30c04d,"32050906105",2021-10-11 15:36:59.000,2021-10-27 20:26:35.000,USER320500447747454444507136,"dbb0c580-3cbf-4b66-a84b-f81d9d30c04d,b697647b-666f-4f8c-8780-92fd08f9bb10",,（苏苏江黎）应急立〔2021〕502号,FILE320500489459787059171328,,1,,"1","0",0,"502","0",FILE320500489459787013033984,,"0","0",C4422227-72FC-2198-8F56-5518190FF7FA,"320500",,"0",,L,"2021","0","0","320500",i,a012caac-2ab4-11ec-b626-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500599172009095598080,ws10061,LA320500598909838411436032,,USER3205078MANUAL,"320571430000",2022-08-10 09:35:40.000,2022-08-16 10:55:22.000,USER3205002MANUAL,"USER3205078MANUAL,USER3205090MANUAL",,（苏苏园）应急终审〔2022〕228号,FILE320500600989290754740224,,2,,"1","0",0,"228","0",FILE320500600989290675048448,,"0","0","2c99fe845511f45c015515af5a381189","320500",,"0",,L,"2022","0","0","320500",i,"2c54095d-18ce-11ed-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500473202840794304512,ws10059,LA320500472707821847187456,,USER320500432191533404393472,"320583420000",2021-08-27 18:59:10.000,2021-08-30 09:51:11.000,USER320500432191718444503040,"USER320500432191533404393472,USER320500432191861927448576",,（苏苏昆开）应急法审〔2021〕393号,FILE320500473202841163403264,,1,,"1","0",0,"393","0",FILE320500473202841142431744,,"0","0",a1110afd53f74d10b9ab88a4e48e1373,"320500",,"0",,L,"2021","0","0","320500",i,"2aa15706-0758-11ec-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500616938505267843072,ws10006,ER320500609695150574145536,ER320500609695150574145536,USER320500358291433188233216,"320582030000",2022-09-28 10:13:23.000,2022-09-28 11:54:53.000,USER3205316,"USER320500358291433188233216,USER3205331",,（苏苏张）应急复查〔2022〕851号,FILE320500616939371999793152,,1,,"1","0",0,"851","0",FILE320500616939371928489984,,"0","0","6ea96bb8dd6d11e7bbd0b083feb9258c","320500",,"0",,E,"2022","0","0","320500",i,"46b419ba-3f4f-11ed-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500736591666944675840,ws10002,PE320500736591654391123968,,USER3205322,"320582030000",2023-08-24 14:32:20.000,2023-08-24 15:44:40.000,USER3205352,"USER3205352,USER3205322",,（苏苏张）应急检查〔2023〕1209号,FILE320500736591667376689152,,1,,"1","0",0,"1209","0",FILE320500736591667355717632,,"0","0",,"320500",,"0",,,"2023","0","0","320500",i,"17122f82-429f-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
A62B9A11-8624-406D-83C8-3418D3FA7293,ws10062,"202024",,e1e5e5cfdd964d32ac8044239cf6aff5,"32058307",2021-02-25 18:37:31.000,2021-03-15 19:19:11.000,e1e5e5cfdd964d32ac8044239cf6aff5,,,,FILE320500406899984370241536,,0,,"0",,0,,"0",,,"0","0",,"2",,"0",,,,"0","0","320500",u,"1eea11da-b305-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500814067393188859904,ws1004019,LA320500809730401034571776,,USER320500281743963797327872,"320582030000",2024-03-25 09:33:13.000,2024-03-29 16:40:48.000,USER320500281743963797327872,"USER320500637966195697389568,USER320500281743963797327872,USER320500483317590077214720",,（苏苏张）应急回〔2024〕55号,FILE320500815603158502871041,,2,,"1","0",0,"55","0",FILE320500814067394778501120,,"0","1",EP3205001639666882626304213,"320500",,"0",2024-03-29 15:15:47.000,L,"2024","0","0","320500",i,"70356482-eac8-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581811615029655769088,ws10005,EA320581811608859687784448,EC320581811615029408305152,USER320581652077136730918912,"320581510000",2024-03-18 15:08:23.000,2024-03-20 17:41:09.000,USER320581652077136730918912,"USER320500283980449926090752,USER320581652077136730918912",,（苏苏常古）应急责改〔2024〕112号,FILE320581812348868342583297,,1,,"1","0",0,"112","0",FILE320581811615108487712768,,"0","1",EP320581811608259331887104,"320500",,"0",2024-03-20 15:44:24.000,E,"2024","0","0","320500",i,"48c2c475-e548-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500553982556823883776,ws10003,EA320500553979851363586048,,USER3205354,"320582030000",2022-04-07 16:48:55.000,2022-04-11 11:53:48.000,USER3205354,"USER3205354,USER320500281743963797327872",,（苏苏张）应急现记〔2022〕506号,FILE320500555330637418991617,,1,,"0","0",0,"506","0",FILE320500553982557440446464,,"0","1",EP320500553977089838026752,"320500",,"0",2022-04-11 10:05:43.000,E,"2022","0","0","320500",i,"1f1ab363-b694-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500386501801408466944,ws1004018,LA320500343411187343429632,,USER320500284035037911846912,"320581440000",2020-12-31 13:00:11.000,2021-03-15 19:19:12.000,USER320500284035037911846912,"USER320500284035037911846912,USER320500284034463606771712",,（虞山街道）应急回〔2020〕139号,FILE320500387889817402216448,,1,,"1","0",0,"139","0",FILE320500386501801832091648,,"0","1","2faed2fedd7111e7bbd0b083feb9258c","2",,"0",2021-01-04 08:55:40.000,,,"0","0","320500",u,"20816a7e-b305-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500822046900189401088,ws10063,LA320500819629906794123264,,USER320500283044230257971200,"320583490000",2024-04-16 10:00:55.000,2024-04-23 12:40:58.000,USER320500283044820845334528,"USER320500283044820845334528,USER320500283044230257971200",,（苏苏昆花）应急确认〔2024〕149号,FILE320500824599376889384960,,1,,"0","0",0,"149","0",FILE320500822047517171519488,,"0","1","3be9bdbc-0482-4fd8-a199-f020b811dbfc","320500",,"0",2024-04-23 11:03:33.000,L,"2024","0","0","320500",i,"140cfb11-fc12-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500484034949758849024,ws10053,LA320500470261494248902656,,USER320500432176843936763904,"32050906110",2021-09-26 16:22:06.000,2021-10-13 19:40:21.000,USER320500432177065769308160,"USER320500432177065769308160,USER320500432176843936763904",,（苏苏江八）应急调查〔2021〕388号,FILE320500484034950559961088,,2,,"0","0",0,"388","0",FILE320500484034950538989568,,"0","0",EP320500439077783444918272,"320500",,"0",,L,"2021","0","0","320500",i,"2436b013-1eeb-11ec-bc7f-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500512575605863092224,ws10030,LA320500505416972230463488,,USER320500408630510537936896,"320582190000",2021-12-14 10:32:29.000,2021-12-14 10:41:51.000,USER320500408628305432940544,"USER3205356,USER320500408630171336183808,USER320500408630510537936896",,（苏苏张）应急处呈〔2021〕729号,FILE320500512576050534813696,,2,,"1","0",0,"729","0",FILE320500512576050488676352,,"0","0",,"320500",,"0",,L,"2021","0","0","320500",i,"33bb87eb-5cff-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500878653606205591552,ws10047,LA320500782599532847304704,,USER320500283063522940686336,"320583480000",2024-09-19 14:55:46.000,2024-09-19 16:43:07.000,USER320500652446139852787712,"USER320500283063522940686336,USER320500652446139852787712",,（苏苏昆千）应急案〔2023〕888号,FILE320500878653607153504256,,1,,"0","0",0,"888","0",FILE320500878653607107366912,,"0","0",EP320500782184449029705728,"320500",,"0",,L,"2023","0","0","320500",i,"1578f00f-76a9-11ef-b4a9-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585422414269494071296,ws10003,EA320585422410729862205440,,USER320500287578151817580544,"320585460000",2021-04-09 15:23:31.000,2021-09-14 16:50:11.000,USER320585369120109328863232,"USER320500287578151817580544,USER320585369120109328863232",,（苏苏太厢）应急现记〔2021〕12号,FILE320585422450358334263296,,1,,"0","0",0,"12","0",FILE320585422419566094716928,,"0","1","0063b736d2fsdfe21495b2185673150","320500",,"0",2021-04-09 17:46:55.000,,"2021","0","0","320500",i,"33c5d28e-b306-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320585640499113338605568,ws10059,LA320585639776898884308992,,USER320585454934598560780288,"320585030200",2022-12-02 10:34:50.000,2022-12-06 18:43:32.000,USER320585479284006546837504,"USER3205399,USER320585454934598560780288",,（苏苏太）应急法审〔2022〕355号,FILE320585640500933465214976,,2,,"1","0",0,"355","0",FILE320585640500933448437760,,"0","0",EP3205001639666886779309278,"320500",,"0",,L,"2022","0","0","320500",i,"0635c32f-7263-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
A94FCABE-7EE3-E698-304A-075CA826BA0A,ws10003,A94FCABE-7EE3-E698-304A-075CA826BA0A,,,"320509110900",2020-12-18 10:13:35.000,2021-03-15 19:19:11.000,,,,(苏苏江汾)应急现记〔2020〕327号,FILE320500395819598487752704,,0,,"0","0",0,"327","0",,,"0","0","551716E8-EE8E-BD7C-9061-89E810D60F3F","2",,"0",,,,"0","0","320500",u,"1eea1dd3-b305-11eb-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500551500764304904192,ws10047,LA320500479243790981271552,,USER320500447708793308975104,"320509060100",2022-03-31 20:27:10.000,2022-09-26 16:54:33.000,USER320500447708793308975104,"USER320500447708793308975104,fc5d65dd-21ca-47b1-8fff-7c9a3dc12a77",,（苏苏江平）应急案〔2021〕465号,FILE320500616285251148189696,,2,,"0","0",0,"465","0",FILE320500616285251081080832,,"0","0","40b613f3dd6911e7bbd0b083feb9258c","320500",,"0",,L,"2021","0","0","320500",i,fc08f477-b113-11ec-8131-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500880103752445464576,ws10005,EA320500873138484439683072,EC320500880103752185417728,USER320500771049716048728064,"320583420000",2024-09-23 14:58:07.000,2024-09-23 16:43:12.000,USER320500432191718444503040,"USER320500771049716048728064,USER320500432191718444503040",,（苏苏昆开）应急责改〔2024〕1228号,FILE320500880113840283455489,,1,,"1","0",0,"1228","0",FILE320500880103752877477888,,"0","1","89574c0c-95f9-430c-96f2-17f4e0b1203c","320500",,"0",2024-09-23 15:38:12.000,E,"2024","0","0","320500",i,c019d0b9-79cd-11ef-b4a9-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320505693768377004462080,ws10048,LA320505682598810584616960,,USER3205069,"320505030000",2023-04-28 10:27:53.000,2023-05-18 10:39:58.000,USER3205069,"USER3205065,USER3205069",,（苏苏高）应急〔2023〕33号,FILE320505693768382725492736,,3,,"0","0",0,"33","0",FILE320505693768382700326912,,"0","0",EP320505680015831479881728,"320500",,"0",,L,"2023","0","0","320500",i,"548dcb4d-e5e6-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320505465435164030275584,ws10001,LA320505465172057248763904,,USER320500283964512015486976,"320581410000",2021-08-06 08:33:12.000,2021-08-06 12:50:00.000,USER320500339800138555854848,"USER320500283964512015486976,USER320500283964305269854208",,（苏苏常常）应急立〔2021〕599号,FILE320505465435494629511168,,1,,"1","0",0,"599","0",FILE320505465435494486904832,,"0","0",EP320505464072818233970688,"320500",,"0",,,,"0","0","320500",i,afe1e09c-f6d7-11eb-bca6-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500698567627890495488,ws10016,LA320500698121240837099520,,USER3205352,"320582030000",2023-05-11 16:18:23.000,2023-05-18 10:37:09.000,USER3205352,"USER3205352,USER3205322",,（苏苏张）应急询笔〔2023〕252-3号,FILE320500698568092485160960,,3,,"0","0",0,"252-3","0",FILE320500698567629358501888,,"0","1",EP320500697444047953858560,"320500",,"0",2023-05-11 16:20:13.000,L,"2023","0","0","320500",i,"7ad5d5bb-f01d-11ed-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500703177493586120704,ws1004019,LA320500696011256007495680,,USER320500427413193543913472,"320583470000",2023-05-24 09:36:20.000,2023-05-30 10:40:20.000,USER320500427413193543913472,"USER320500427413047322087424,USER320500427413193543913472",,（苏苏昆张）应急回〔2023〕350号,FILE320500705348366325780480,,1,,"1","0",0,"350","0",FILE320500703190025361166336,,"0","1",EP3205001639666796744197608,"320500",,"0",2023-05-30 09:22:36.000,L,"2023","0","0","320500",i,a120f696-fa54-11ed-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506617663078015700992,ws1004019,LA320506616199354755059712,,USER3205147,"320506450000",2022-09-30 10:12:35.000,2022-09-30 13:55:01.000,USER3205147,"USER3205147,USER320506411599712890654720",,（苏苏吴越）应急回〔2022〕525号,FILE320506617681500493582337,,1,,"1","0",0,"525","0",FILE320506617663079118802944,,"0","1",EP3205001639666871574290561,"320500",,"0",2022-09-30 11:25:47.000,L,"2022","0","0","320500",i,"9b7a05ec-40e1-11ed-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320581492256296012091392,ws10048,LA320505467249677301977088,,USER320500283981004836704256,"320581510000",2021-10-19 08:50:49.000,2021-11-10 10:01:12.000,USER320500283981004836704256,"USER320500283980449926090752,USER320500283981004836704256",,（苏苏常古）应急〔2021〕617号,FILE320581492256328232734720,,14,,"0","0",0,"617","0",FILE320581492256327062523904,,"0","0",EP320505459373996056514560,"320500",,"0",,L,"2021","0","0","320500",i,"9497b381-4247-11ec-b626-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500934820678966710272,ws1004007,EA320500918074742173339648,,USER320500637966195697389568,"320582030000",2025-02-21 14:43:39.000,2025-06-26 14:44:14.000,USER320500637966195697389568,"USER320500637966195697389568,USER3205352",,（苏苏张）应急回检〔2025〕21号,FILE320500980099536250736641,,1,,"0","0",0,"21","0",FILE320500934820679591661568,,"0","1",EP320500918061365065682944,"320500",,"0",2025-06-26 13:25:40.000,E,"2025","0","0","320500",i,b1b5e2d3-f075-11ef-b4a9-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500479960090963611648,ws10006,ER320500451690117480845312,ER320500451690117480845312,USER320500283046554699304960,"320583",2021-09-15 10:30:04.000,2021-09-15 10:31:10.000,USER320500283058835613028352,"USER320500283046554699304960,USER320500283046069443497984",,（苏苏昆）应急复查〔2021〕845号,FILE320500479960091538231296,,1,,"1","0",0,"845","0",FILE320500479960091517259776,,"0","0",f6df3da4-c646-4c5c-8392-206415c79c93,"320500",,"0",,E,"2021","0","0","320500",i,"506c3376-1646-11ec-bca6-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500575975288484139008,ws10005,EA320500575962945847037952,EC320500575975288106651648,USER320500283053081581588480,"320583440000",2022-06-07 09:20:11.000,2022-06-07 12:54:13.000,USER320500283053081581588480,"USER320500283053081581588480,USER320500283051718202101760",,（苏苏昆周）应急责改〔2022〕669号,FILE320500576003104940494849,,1,,"1","0",0,"669","0",FILE320500575975289134256128,,"0","1",EP3205001639666842905255121,"320500",,"0",2022-06-07 11:10:43.000,E,"2022","0","0","320500",i,"6821e9b6-e684-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500457568453172137984,ws10016,LA320500457547364857548800,,USER320500432191861927448576,"320583420000",2021-07-15 15:33:42.000,2022-09-09 07:56:11.000,USER320500432191533404393472,"USER320500432191533404393472,USER320500432191861927448576",,（苏苏昆开）应急询笔〔2021〕274-2号,FILE320500457568748044292096,,2,,"0","0",0,"274-2","0",FILE320500457568747670999040,,"0","0","518434df-f5d9-4705-ae17-d93f39452970","320500",,"0",,L,"2021","0","0","320500",i,e7a1502a-e552-11eb-bca6-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500748510304068964352,ws10006,ER320500729313005958860800,ER320500729313005958860800,USER320500393431084299194368,"320501030300",2023-09-26 11:52:44.000,2023-09-26 14:44:10.000,USER320500393431084299194368,"USER3205019,USER320500393431084299194368",,（苏苏）应急复查〔2023〕104号,FILE320500748537024897617920,,2,,"1","0",0,"104","0",FILE320500748510304781996032,,"0","1",EP3205001639666931713362184,"320500",,"0",2023-09-26 13:38:55.000,E,"2023","0","0","320500",i,"8bbc0773-5c8d-11ee-bd47-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500952615257308663808,ws10053,LA320500947056215895052288,,USER320500786696057080778752,"320571430000",2025-04-11 17:12:58.000,2025-11-24 17:41:57.000,"1","USER320500786696057080778752,USER320500490174533660053504",,（苏苏园）应急调查〔2025〕30号,FILE3205001034863860244287488,,4,,"0","0",0,"30","0",FILE320500956489169440346112,,"0","1",b2eb1953dd7711e7bbd0b083feb9258c,"320500",,"0",2025-11-24 16:19:32.000,L,"2025","0","0","320500",i,c9b98a16-16f6-11f0-b4a9-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500688331324037009408,ws10002,PE320500688331309759598592,,USER320500451028736511315968,"320509010700",2023-04-13 10:22:57.000,2023-04-13 11:41:22.000,"0effa5bb-7711-488c-916c-c23830a77bfd","USER320500451028736511315968,USER320500652074753829376000",,（苏苏江）应急检查〔2023〕630号,FILE320500688331324557103104,,2,,"1","0",0,"630","0",FILE320500688331324536131584,,"0","0",,"320500",,"0",,,"2023","0","0","320500",i,d9601ab8-da1c-11ed-bd47-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500465522443507732480,ws10016,EA320500465110717582807040,,USER320500327488270776668160,"320507540000",2021-08-06 14:20:01.000,2022-09-09 07:56:20.000,USER3205207,"USER320500327488270776668160,USER3205207",,（苏苏相望）应急询笔检〔2021〕140号,FILE320500465538927516717056,,2,,"0","0",0,"140","0",FILE320500465522738723819520,,"0","1",EP320500465109077588971520,"320500",,"0",2021-08-06 15:25:31.000,E,"2021","0","0","320500",i,afd96b4f-f6d7-11eb-bca6-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506465458575611793408,ws10063,EA320506465455884953194496,,USER320506408679854125355008,"320506550000",2021-08-06 10:06:13.000,2021-08-06 10:06:13.000,USER320506408679854125355008,"USER320506408679854125355008,USER320500285082446720929792",,（苏苏吴胥）应急确认检〔2021〕228号,FILE320506465458576219967488,,2,,"0","0",0,"228","0",FILE320506465458576211578880,,"0","0",EP320506465247315007901696,"320500",,"0",,,,"0","0","320500",i,afe61be1-f6d7-11eb-bca6-fa163e11a32f,"1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320506513312064077303808,ws10003,EA320506513305982114205696,,USER320506479350430678126592,"320506560000",2021-12-16 11:18:54.000,2021-12-16 13:55:25.000,USER320506479350430678126592,"USER320506479350430678126592,USER320506474519991190818816",,（苏苏吴横）应急现记〔2021〕1439号,FILE320506513343147246358529,,1,,"0","0",0,"1439","0",FILE320506513312064626757632,,"0","1",EP320506449510853113286656,"320500",,"0",2021-12-16 13:22:25.000,E,"2021","0","0","320500",i,"8759db8d-5e90-11ec-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
WS320500632139681198247936,ws1004019,LA320500623802006217166848,,USER320500281743652311535616,"320582420000",2022-11-09 08:57:26.000,2022-11-10 10:54:31.000,USER320500281743652311535616,"USER320500281744276583354368,USER320500281743652311535616",,（苏苏张塘）应急回〔2022〕807号,FILE320500632509861770301441,,1,,"1","0",0,"807","0",FILE320500632496754700324864,,"0","1","960bd469dd6d11e7bbd0b083feb9258c","320500",,"0",2022-11-10 09:28:24.000,L,"2022","0","0","320500",i,"3911add6-6050-11ed-8131-fa163e11a32f","1","2026-03-12 01:00:09",,,,,,,,,苏州市
