立案-处罚裁量,立案对象id,"行政处罚类型 0：一般行政处罚案??1：重大行政处罚案??,当事人意??","承办人意??,总实际金??",数据导入类型，是否是本系统生成的数据 默认0 ,地区编码,操作类型,uuid,分类分级,加载时间,"行政处罚类型 0：一般行政处罚案??1：重大行政处罚案??,地区编码""",数据导入类型，是否是本系统生成的数据 默认0 _1,Column1,_2
LDIR320585746792043535142912,LA320585743884250704515072,0,,"1、“你单位未建立安全风险辨识管控制度”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第十二章第二百六十六条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，代入公式计算为3750元（叁仟柒佰伍拾元），拟对其作出处罚3750元（叁仟柒佰伍拾元）罚款的行政处罚??,3750.0000000000,320500""",320585,i,cee5c197-58a1-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585,,
LDIR320581907931717514301440,LA320581900384014894895104,1,,"1、“钣金车间东南侧的出口未设置安全出口标志，违反《中华人民共和国安全生产法》第四十二条第二款”依据《江苏省安全生产行政处罚裁量权基准??第二部分第一章第二十七条应裁量为一档，纠违态度措施选择主要负责人‘逢查必考’中考试分数达到90分、立即采取措施纠正，代入公式计算??800元（壹仟捌佰元），拟对其作出??800元（壹仟捌佰元）罚款的行政处罚??,1800.0000000000,320500""",320581,i,8d987be8-b651-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500442270007255109632,LA320500441617718756511744,0,,,11250,320500,320583,i,a997b5c1-a450-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583
LDIR320581636573842663280640,LA320581612321266006757376,0,,"1、“该单位??袋片状氢氧化钠（每袋25kg），6袋二亚硫酸钠（保险粉，每??5kg），堆放在安全疏散通道门口附近，未存储在专用仓库内”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第八章第一百九十九条应裁量为一档，带入公式计算??3750元（伍万叁仟柒佰伍拾元整），拟对其作出处??3750元（伍万叁仟柒佰伍拾元整）罚款的行政处罚??,53750.0000000000,320500""",320581,i,a09137ea-6b52-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320505769864273512894464,LA320505769856386761756672,0,,"1、“未按照规定对主要负责人欧美贞进行安全生产教育和培训”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零四条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正，代入公式计算??8000元（壹万捌仟元），拟对其作出??8000元（壹万捌仟元）罚款的行政处罚??,18000.0000000000,320500""",320505,i,613086e7-8aec-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320505,,
LDIR320581886527374957481984,LA320581886267670096252928,1,,"1、“常熟魔创科技有限公司员工违反操作规程”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十九条“生产经营单位及其主要负责人或者其他人员违反操作规程或者安全管理规定作业，发现??人的”应裁量为一档“给予警告，可以对生产经营单位处1万元以上1.6万元以下的罚款，对其主要负责人、其他有关人员处1000元以??700元以下的罚款”，纠违态度措施选择立即采取措施纠正、主要负责人考试达到90分，未通过安全生产标准化考评，无安全生产公益活动，代入公式计算为2350元（贰仟叁佰伍拾元），拟对常熟魔创科技有限公司主要负责人何春升作出给予警告，并??350元（贰仟叁佰伍拾元）罚款的行政处罚??,2350.0000000000,320500""",320581,i,cecd64d8-87f4-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320581718035999690592256,LA320581716329895411585024,0,,"1、“苏州市友双服饰辅料有限公司公司北面主入口通道被货物阻挡（占用生产经营场所出口、疏散通道）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十五条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正，通过安全生产标准化，无安全生产公益活动，代入公式计算??750元（叁仟柒佰伍拾元），拟对其作出处罚3750元（叁仟柒佰伍拾元）罚款的行政处罚??,3750.0000000000,320500""",320581,i,c10ca449-1a8d-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320585847852137185546240,LA320585847502737481404416,0,,"1、“生产经营单位未与承包单位、承租单位签订专门的安全生产管理协议或者未在承包合同、租赁合同中明确各自的安全生产管理职责，或者未对承包单位、承租单位的安全生产统一协调、管理”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十六条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正、通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，代入公式计算为8375元（捌仟叁佰柒拾伍元），拟对其作出处8375元（捌仟叁佰柒拾伍元）罚款的行政处罚??,11750.0000000000,320500""",320585,i,2729b56e-33e0-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585,,
LDIR320506669875948966907904,LA320506669559672318988288,0,,绿品科技（苏州）有限公司存在未对安全设备进行定期检测的违法行为，违反了《中华人民共和国安全生产法》第三十六条第二款“生产经营单位必须对安全设备进行经常性维护、保养，并定期检测，保证正常运转。维护、保养、检测应当作好记录，并由有关人员签字”的规定，依据《中华人民共和国安全生产法》第九十九条第（三）项“生产经营单位有下列行为之一的，责令限期改正，处五万元以下的罚款；逾期未改正的，处五万元以上二十万元以下的罚款，对其直接负责的主管人员和其他直接责任人员处一万元以上二万元以下的罚款；情节严重的，责令停产停业整顿；构成犯罪的，依照刑法有关规定追究刑事责任:（三）未对安全设备进行经常性维护、保养和定期检测”的规定和《江苏省安全生产行政处罚自由裁量适用细则》（2021版）第二部分第一章第十一条的规定，应裁量为第一档，即安全设备未进行经常性维护、保养和定期检测，??????的，责令限期改正，处1.5万元以下的罚款；逾期未改正的，处5万元以上9.5万元以下的罚款，对其直接负责的主管人员和其他直接责任人员??万元以上1.3万元以下的罚款，原违法情形未予当场纠正的，责令停产停业整顿。因该公司不重视安全设备的定期检测，不选择纠违态度措施，代入公式计算为1.5万元。拟对绿品科技（苏州）有限公司未对安全设备进行定期检测的违法行为给予处人民币15000元罚款的行政处罚??15000.0000000000,320500,320506,i,813302eb-b20b-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320506,
LDIR320500581053419494576128,LA320500579236826212995072,0,,昆山皇久煌金属制品有限公司安全设备的安装、使用不符合国家标准或者行业标准，参照《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第一十条，该公司安全设备的安装、使用不符合国家标准或者行业标准，处罚档次为二档“安全设备的安装、使用、检测、改造和报废不符合国家标准或者行业标准，??套（台）的”，鉴于该公司为安全生产标准化达标小微企业，对违法行为已认识到位，且立即采取措施纠正，但未积极组织或支持安全生产公益活动，拟作出对昆山皇久煌金属制品有限公司人民??0000（贰万元整）的行政处罚（S2=3.5-(3.5-1.5)*3/4=2万元）??20000.0000000000,320500,320583,i,3edd07f0-f186-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,
LDIR320500450272211786272768,LA320500441618290268180480,0,,,35000,320500,320583,i,e29d1d63-e00d-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583
LDIR320500832273568388616192,LA320500831877730277527552,1,,"1、“生产经营单位未与承包单位、承租单位签订专门的安全生产管理协议或者未在承包合同、租赁合同中明确各自的安全生产管理职责，或者未对承包单位、承租单位的安全生产统一协调、管理”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十六条应裁量为二档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正、积极组织或支持安全生产公益活动，代入公式计算为4600元（肆仟陆佰元），拟对其作出??600元（肆仟陆佰元）罚款的行政处罚??,4600.0000000000,320500""",320582,i,0e7e7429-1216-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500685113549046943744,LA320500679610595078574080,0,,"1、“生产经营单位未能提供新入职员工万荣华等人三级安全生产教育培训资料”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零三条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，代入公式计算为12000元（壹万贰仟元），拟对其作出处罚12000元（壹万贰仟元）罚款的行政处罚??2、“西南厂房二楼东北侧通道被占用堵塞”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十五条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，代入公式计算为6000元（陆仟元），拟对其作出处罚6000元（陆仟元）罚款的行政处罚??,18000.0000000000,320500""",320507,i,73d18309-d30c-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507,,
LDIR320500933354920034177024,LA320500932271312225701888,0,,"1、“你单位磨锯工杨革伟（公民身份号码：452523197611101230）未经专门培训取得特种作业操作证（焊接与热切割特种作业操作证），??025????1??3??0左右在你单位西车间磨锯房内锯条修整岗位独立上岗进行气焊作业（修补锯条）”依据《江苏省安全生产行政处罚裁量权基准??应裁量为一档，纠违态度措施选择立即采取措施纠正，代入公式计算为24000元（贰万肆仟元），拟对其作出??4000元（贰万肆仟元）罚款的行政处罚??,24000.0000000000,320500""",320582,i,9c0d7952-efae-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500544110162495934464,LA320500543111502362578944,0,,"1、“生产经营单位未与承租单位签订专门的安全生产管理协议”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十二条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，""带入公式计算??000元，拟对其作出处??000元罚款的行政处罚??,9000.0000000000,320500""",320582,i,a540b6e7-a15c-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500510826846682615808,LA320500505384463543308288,0,,"1、“生产经营单位未按照规定对从业人员、被派遣劳动者、实习学生进行安全生产教育和培训，或者未按照规定如实告知有关的安全生产事项”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零三条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，""带入公式计算??8000元，拟对其作出处??8000元罚款的行政处罚??2、“生产经营单位未如实记录安全生产教育和培训情况”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零四条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，""带入公式计算??8000元，拟对其作出处??8000元罚款的行政处罚??,36000.0000000000,320500""",320507,i,fe16a609-992b-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507,,
LDIR320500698570523927384064,LA320500696006318829342720,1,,"1、“生产经营单位及其主要负责人或者其他人员违反操作规程或者安全管理规定作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十八条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，代入公式计算??350元（贰仟叁佰伍拾元），拟对其作出处罚2350元（贰仟叁佰伍拾元）罚款的行政处罚??,2350.0000000000,320500""",320507,i,920f8c51-f01f-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507,,
LDIR320500913743172843081728,LA320500913714283857055744,0,,"1、“企业未能提供生产安全事故隐患排查治理制度”依据《江苏省安全生产行政处罚裁量权基准??第二部分第一章第二十一条应裁量为一档，纠违态度措施选择主要负责人‘逢查必考’中考试分数达到90分、立即采取措施纠正，代入公式计算??8000元（壹万捌仟元），拟对其作出??8000元（壹万捌仟元）罚款的行政处罚??,18000.0000000000,320500""",320507,i,34cc7e03-c2e4-11ef-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507,,
LDIR320500492657887332536320,LA320500482834888496517120,0,,"1??生产经营单位未按照规定对从业人员进行安全生产教育和培??""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为二档，带入公式计算??0000元，拟对其作出处??0000元罚款的行政处罚??2??""生产经营单位未如实记录安全生产教育和培训情况""""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为二档，带入公式计算??0000元，拟对其作出处??0000元罚款的行政处罚??3??""生产经营单位未对安全设备进行经常性维护、保养和定期检??""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为一档，带入公式计算??5000元，拟对其作出处??5000元罚款的行政处罚??",132000,320500,320571,i,fdfa7d29-992b-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320571
LDIR320500857186147699265536,LA320500855054299221200896,1,,"1、“张家港市展氏氨纶纱线纺织有限公司封堵生产经营场所出口，且出口没有设置明显标志：该单位原料仓库为地上一层砖混结构仓库，面积约为900㎡，在该仓库的南侧设置有2个出口（分别为东侧出口和西侧出口），其中东侧出口被成品纱包及废棉包封堵，且东侧出口处没有设置明显标志，其直接负责的主管人员是该单位厂长严振明（公民身份号码：320521197402194254）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十九条应裁量为二档，纠违态度措施选择立即采取措施纠正、通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险、积极组织或支持安全生产公益活动、主要负责人考试达到 90 分，代入公式计算??000元（叁仟元），拟对其作出??000元（叁仟元）罚款的行政处罚??,3000.0000000000,320500""",320582,i,ed17c8b9-4aa9-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500485463949039374336,LA320500482501528276439040,0,,"1??高处作业人员违反操作规程或者安全管理规定作??""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??3000元，拟对其作出处??3000元罚款的行政处罚??",13000,320500,320571,i,9ebb2859-2ab4-11ec-b626-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320571
LDIR320505853654659754102784,LA320505853227729884024832,0,,"1、“现场检查时，一名员工权洪彬无特种作业操作资格证进行电焊作业（电阻焊）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百一十条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正、通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险、积极组织或支持安全生产公益活动，代入公式计算为6000元（陆仟元），拟对其作出??000元（陆仟元）罚款的行政处罚??,6000.0000000000,320500""",320505,i,c75513f9-4072-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320505,,
LDIR320585818867490405748736,LA320585815523237151641600,1,,"1、“工贸企业未按照《工贸企业有限空间作业安全规定》对有限空间进行辨识，或者未建立有限空间管理台账的”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第十一章第二百五十八条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正、通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，代入公式计算为2000元（贰仟元），拟对其作出??000元（贰仟元）罚款的行政处罚??,2000.0000000000,320500""",320585,i,ad6916bf-f501-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585,,
LDIR320500466576649442299904,LA320500464820355094024192,0,,"1??生产、储存、使用危险化学品的单位危险化学品的储存方式、方法或者储存数量不符合国家标准或者国家有关规??""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为一档，纠违态度措施选择对违法行为是否认识到位、是否立即采取措施纠正、是否积极组织或支持安全生产公益活动，带入公式计算为53750元，拟对其作出处??3750元罚款的行政处罚??",53750,320500,320508,i,ff6dda9a-068e-11ec-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320508
LDIR320581630335136147181568,LA320581625345245172731904,0,,"1、“生产经营单位违反安全管理规定作业（经编机传动设备无防护罩）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十八条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，带入公式计算为11500元（壹万壹仟伍佰元），拟对其作出处罚11500元（壹万壹仟伍佰元）罚款的行政处罚??,11500.0000000000,320500""",320581,i,7c6cd8b8-5c64-11ed-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500661951639959113728,LA320500655397369478647808,0,,"2023????日，花桥经济开发区综合行政执法局执法人员（以下简称“执法人员”）对苏州百昊威工业设备有限公司（以下简称“百昊威工业”）进行执法检查时发现，该公司??021??月搬迁至逢星??8号并投入生产，存在建设项目投入生产前，安全设施未经竣工验收合格，并形成书面报告的违法行为，依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第五十三条应裁量为一档，鉴于该企业对违法行为认识到位，代入公式计算为10625元（壹万零陆佰贰拾伍元）（S1=1.25-??.25-0.5??1/4=1.0625万元），拟对苏州百昊威工业设备有限公司作出处??0625元（壹万零陆佰贰拾伍元）罚款的行政处罚??,10625.0000000000,320500""",320583,i,07bbe5fb-a18b-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,,
LDIR320581835893833215512576,LA320581832913529198612480,0,,“锁闭生产经营场所出口”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分，一、综合类，第二十九条，处罚档次：二档，裁量系数：对违法行为认识到位、立即采取措施纠正、未通过安全生产标准化考评且未投保安全生产责任保险、积极组织或支持安全生产公益活动，代入公式计算为人民币贰万元（??0000），拟对常熟市安鹏纺织品有限公司作出罚款人民币贰万元（??0000）的行政处罚??20000.0000000000,320500,320581,i,58e1b205-1d16-11ef-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,
LDIR320500500708882981588992,LA320500498788621390712832,0,,"1??经现场检查发现，生产经营单位两名特种作业人员未经专门培训取得特种作业操作证上岗作??""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为二档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，带入公式计算??0000元，拟对其作出处??0000元罚款的行政处罚??",52000,320500,320507,i,fe0ddacd-992b-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507
LDIR320500457950790087086080,LA320500456848885550157824,0,,"1??生产经营单位未在有较大危险因素的生产经营场所设置明显的安全警示标??""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为一档，纠违态度措施选择对违法行为是否认识到位，带入公式计算??0000元，拟对其作出处??0000元罚款的行政处罚??",10000,320500,320582,i,09c209ba-ea45-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582
LDIR320500691289773196709888,LA320500690871742591143936,0,,"1、“生产经营单位装卸工1名，为其配备的安全帽??020??月生产，有限??0个月，已过期”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第一十三条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，代入公式计算??000元（玖仟元），拟对其作出处罚9000元（玖仟元）罚款的行政处罚??2、“该单位负责人强令装卸工在未佩戴安全帽的情况下进行高处装卸作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十九条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，代入公式计算??3000元（壹万叁仟元），拟对其作出处罚13000元（壹万叁仟元）罚款的行政处罚??,22000.0000000000,320500""",320508,i,65e1cc16-f40d-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320508,,
LDIR320500444422047683055616,LA320500443816305154330624,0,,根据《江苏省安全生产行政处罚自由裁量适用细则》进行裁??6250.0000000000,320500,320507,i,a998b8a0-a450-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320507,
LDIR320505443079077662822400,LA320505436554814105587712,0,,,19000,320500,320581,i,aa545322-a450-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581
LDIR320500763394166615969792,LA320500761590361414963200,0,,昆山和兴服饰有限公司未如实记录安全生产教育和培训情况的行为，参照《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零五条，未如实记录安全生产教育和培训情况涉及人数有1人，处罚档次和裁量幅度为一档：“未如实记录安全生产教育和培训情况，涉及人数??3人以下的；责令限期改正，对生产经营单位处 3万元以下的罚款。”综合考量纠错态度、改正措施等因素，建议给予昆山和兴服饰有限公司人民币24000元（贰万肆仟元整）罚款的行政处罚（S1=3-??-0??1/5=2.4万）??24000.0000000000,320500,320583,i,68b4fcb7-7cc7-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,
LDIR3205001018085716694929408,LA3205001014108456061243392,0,,"1、“特种作业人员唐保柱（身份证??1132319890308583X）未经专门培训取得特种作业操作证（电气试验作业操作证）进行电缆耐压测试”依据《江苏省安全生产行政处罚裁量权基准??第二部分第五章第一百零八条应裁量为一档，纠违态度措施选择主要负责人‘逢查必考’中考试分数达到90分、立即采取措施纠正、积极组织或支持安全生产公益活动，代入公式计算为12000元（壹万贰仟元），拟对其作出??2000元（壹万贰仟元）罚款的行政处罚??,12000.0000000000,320500""",320582,i,3ed222b0-a530-11f0-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500681081341025980416,LA320500679639267651096576,0,,“生产经营单位特种作业人员未经专门培训取得特种作业操作证上岗作业”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零九条应裁量为一档，纠违态度措施选择对违法行为认识到位，积极参加安全公益活动，带入公式计算为18000元（壹万捌仟元），拟对其作出处罚18000元（壹万捌仟元）罚款的行政处罚??18000.0000000000,320500,320582,i,a1d7022c-ca67-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,
LDIR320500952516608285216768,LA320500951419365666852864,0,,"1、“你单位储存、使用危险物品，未采取可靠的安全措施：你单位在经营场所西侧场地上停放的一辆集装箱挂车的集装箱罐内储存??0吨柴油（属于危险化学品），但你单位未在该集装箱挂车的集装箱罐上设置液位检测计，未在集装箱罐周边设置防雷设施，以及防泄漏装置等可靠的安全措施”依据《江苏省安全生产行政处罚裁量权基准??第二部分第一章第一十六条应裁量为二档，纠违态度措施选择立即采取措施纠正、通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险、积极组织或支持安全生产公益活动，代入公式计算为40000元（肆万元），拟对其作出??0000元（肆万元）罚款的行政处罚??,40000.0000000000,320500""",320582,i,d6f45149-1f9c-11f0-b4a9-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320500747095484270645248,LA320500745684792565043200,0,,"1、“使用危险化学品的单位未根据其储存的危险化学品的种类和危险特性，在作业场所设置相关安全设施、设备（企业储存丙烯酸树脂等易燃液体的仓库内未按规定设置可燃气体浓度检测报警装置）”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第八章第一百九十八条应裁量为一档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或法律规定应当投保安全生产责任保险以外的其他企业是否投保安全生产责任保险，代入公式计算为53750元（伍万叁仟柒佰伍拾元），拟对其作出处罚53750元（伍万叁仟柒佰伍拾元）罚款的行政处罚??,53750.0000000000,320500""",320509,i,a4d68f57-5c8f-11ee-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320509,,
LDIR320500416881161772470272,LA320500416513279322492928,0,,,20000,320500,320582,i,12cff29d-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582
LDIR320500456813499662733312,LA320500451760625236840448,1,,"1??生产经营单位及其主要负责人或者其他人员违反操作规程或者安全管理规定作??""依据《江苏省安全生产行政处罚自由裁量适用细则》应裁量为一档，纠违态度措施选择对违法行为是否认识到位、是否立即采取措施纠正、是否通过安全生产标准化考评或被认定为安全生产诚信企业、是否积极组织或支持安全生产公益活动，带入公式计算为1000元，拟对其作出处??000元罚款的行政处罚??",1000,320500,320583,i,acd9f18b-0045-11ec-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583
LDIR320581689833630175858688,LA320581688415010103234560,1,,"1、“生产经营单位未与承包单位、承租单位签订专门的安全生产管理协议或者未在承包合同、租赁合同中明确各自的安全生产管理职责，或者未对承包单位、承租单位的安全生产统一协调、管理”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第二十二条应裁量为二档，纠违态度措施选择是否对违法行为认识到位、是否立即采取措施纠正，代入公式计算??000元（伍仟元），拟对其作出处罚5000元（伍仟元）罚款的行政处罚??,5000.0000000000,320500""",320581,i,176f7903-e456-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320581,,
LDIR320500572414071396110336,LA320500569563148940480512,0,,"1、“生产经营单位违反《江苏省安全生产条例》进行高处作业、有限空间作业、临近高压输电线路作业、建筑物和构筑物拆除、大型检修等危险作业的”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十三条应裁量为一档，纠违态度措施选择对违法行为认识到位、立即采取措施纠正，带入公式计算??2000元，拟对其作出处??2000元罚款的行政处罚??,32000.0000000000,320500""",320582,i,703cbd36-df73-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320582,,
LDIR320585553514285385388032,LA320585549966705946791936,0,,"1、“你单位北面百叶生产车间的筛浆机皮带轮未安装防护罩（GB6077??985剪切机械安全规程），你单位安全设备的安装、使用不符合国家标准”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第一十条应裁量为一档，带入公式计算??5000元，拟对其作出处??5000元罚款的行政处罚??,15000.0000000000,320500""",320585,i,f3a8fa22-b5ca-11ec-8131-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320585,,
LDIR320506421332552058408960,LA320506419488073894596608,0,,,32500,320500,320506,i,132002e1-b307-11eb-bca6-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320506
LDIR320500664404404916457472,LA320500657950339768520704,0,,"1、“该公司未建立健全特种作业人员档案”依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第五章第一百零八条应裁量为一档，纠违态度措施选择是否对违法行为认识到位，代入公式计算??400元（贰仟肆佰元），拟对其作出处罚2400元（贰仟肆佰元）罚款的行政处罚??,2400.0000000000,320500""",320508,i,af30ce29-a966-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320508,,
LDIR320500667002723534639104,LA320500666992932401713152,0,,"2023????3日，花桥经济开发区综合行政执法局执法人员（以下简称“执法人员”）对昆山海益零叁五金模具有限公司（以下简称“海益零叁”）进行执法检查时发现，该公司员工违反操作规程作业。违规作业人数为1人，依据《江苏省安全生产行政处罚自由裁量适用细则》第二部分第一章第三十八条应裁量为一档，鉴于企业对违法行为认识到位、通过安全生产标准化考核，代入公式计算为13000元（壹万叁仟元），拟对其作出处罚13000元（壹万叁仟元）罚款的行政处罚??,13000.0000000000,320500""",320583,i,57147a63-b142-11ed-bd47-fa163e11a32f,1,Thu Mar 12 00:55:08 CST 2026,,320583,,
