"主键id","鉴定依据:1 民标 2 危标 3 工标 4 完标 5 其他","委托日期,2011-12-22 00:00:00","建筑地址,金筑街588号","鉴定机构","图斑ID,3205080016109","区域名称 姑苏","房屋类型,示例：1","鉴定报告访问地址","报告文件2","鉴定类型:1 安全性鉴定 2 危房性鉴定 3 其他","是否解危 1 已解危， !=1 未解危","鉴定结论","正式鉴定日期,2011-12-27 00:00:00","建筑名称","街道名称,示例：白洋湾街道","报告生成日期,2011-12-27 13:40:44","房间号码","区域ID,示例：320508","报告编号,示例：苏房安鉴[2011]金咨B字第10号","项目名称,示例：金筑街588号","街道ID","creator","create_time","updater","update_time","tenant_id","deleted"
2004125432516120579,"","2013-07-04 00:00:00",南环新村11幢2101室,"","3205080085804",姑苏,"1","","","3","","","2013-07-15 00:00:00","","","2013-07-15 14:34:33","","320508",苏房安鉴[2013]改A字第3271号,南环新村11幢2101室,"",,2025-12-25 17:41:52.618,,2025-12-25 17:41:52.618,,0
2004125432516120580,"","2013-07-01 00:00:00",南环新村11幢1501室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-09 16:12:51","","320508",苏房安鉴[2013]改B字第4052号,南环新村11幢1501室,"",,2025-12-25 17:41:52.619,,2025-12-25 17:41:52.619,,0
2004125432520314881,"","2013-07-24 00:00:00",南环新村11幢608室,"","3205080085804",姑苏,"1","","","3","","","2013-08-01 00:00:00","","","2013-08-05 13:55:35","","320508",苏房安鉴[2013]改A字第3747号,南环新村11幢608室,"",,2025-12-25 17:41:52.619,,2025-12-25 17:41:52.619,,0
1991321472168267777,"","2008-09-12 00:00:00",解放东路258号,"","3205080001188",姑苏,"1",http://218.4.84.173:8199/identify-report/E1A7DE31-DC23-4BD4-8AFB-4048C114EE44.pdf,"","3","","","2008-09-12 00:00:00","",吴门桥街道,"2008-09-12 15:00:56","","320508",苏房鉴司[2008]沧咨B字第15号,解放东路258号,"",,2025-11-20 09:43:30.586,,2025-11-20 09:43:30.586,,0
2004125432520314882,"","2013-07-10 00:00:00",南环新村11幢804室,"","3205080085804",姑苏,"1","","","3","","","2013-07-22 00:00:00","","","2013-07-22 11:40:48","","320508",苏房安鉴[2013]改A字第3521号,南环新村11幢804室,"",,2025-12-25 17:41:52.619,,2025-12-25 17:41:52.619,,0
1991321473028100098,"","2020-12-25 00:00:00",人民路239号22幢,"","3205080001367",姑苏,"1",http://218.4.84.173:8199/identify-report/AEF749E2-33CB-43AB-8F33-62677C59AA58.pdf,"","3","","","2021-01-12 00:00:00","","","2021-01-12 15:20:50","","320508",苏房鉴定[2021]鉴A字第7号,人民路239号22幢,"",,2025-11-20 09:43:30.790,,2025-11-20 09:43:30.790,,0
2004125432520314883,"","2013-07-08 00:00:00",南环新村11幢2501室,"","3205080085804",姑苏,"1","","","3","","","2013-07-10 00:00:00","","","2013-07-11 15:35:00","","320508",苏房安鉴[2013]改A字第3177号,南环新村11幢2501室,"",,2025-12-25 17:41:52.620,,2025-12-25 17:41:52.620,,0
1991321477478256641,"1","2025-05-16 00:00:00",苏州市姑苏区西环路717号,苏州恒信建设技术开发检测有限公司,"3205080086868",姑苏,"1",http://218.4.84.173:8003\fileAnnexes/cee3f9c2-81fe-4107-a32b-bb8cf2bc9dc2/20250712/wu_1ivubeo8e45v3vi1jue1kasvek8.pdf,"","1","",Bsu,"",残疾人康复训练中心2号房屋,"","2025-06-15 00:00:00","","320508",【姑苏】苏鉴字第010号2501211,残疾人康复训练中心2号房屋,"",,2025-11-20 09:43:31.852,,2025-11-20 09:43:31.852,,0
1991321486315655169,"1","2023-12-26 00:00:00",友新路1188号亿象城,江苏方建质量鉴定检测有限公司,"3205080007908",姑苏,"1",http://218.4.84.173:8003\fileAnnexes/33747b28-3261-4125-b5ad-06b13d3e8676/20240105/wu_1hjc3njcqe4siuil8r5qm10hq8.pdf,"","1","","","",苏州市匠仁职业培训学校,"","2024-01-03 00:00:00","","320508",【姑苏】苏鉴字第016号2302003,苏州市匠仁职业培训学校,"",,2025-11-20 09:43:33.959,,2025-11-20 09:43:33.959,,0
1991321491134910466,"1","2022-11-28 00:00:00",南环西路,苏州市建设工程质量检测中心有限公司,"3205080007946",姑苏,"1",http://218.4.84.173:8003\fileAnnexes/bce8cdf6-cb84-4ad5-b76a-babd4fd1fc14/20221129/wu_1gj17qpp71vligde14jq1iofjfa8.pdf,"","1","0",Bsu,"",苏州申丞护理院3号楼,吴门桥街道,"2022-11-29 00:00:00","","320508",【姑苏】苏鉴字第001号2200589,苏州申丞护理院3号楼,"",,2025-11-20 09:43:35.108,,2025-11-20 09:43:35.108,,0
2004125432524509185,"","2013-07-01 00:00:00",南环新村11幢2808室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-10 10:06:10","","320508",苏房安鉴[2013]改B字第4068号,南环新村11幢2808室,"",,2025-12-25 17:41:52.620,,2025-12-25 17:41:52.620,,0
2004125432524509186,"","2013-07-01 00:00:00",南环新村11幢1904室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-10 09:22:47","","320508",苏房安鉴[2013]改B字第4057号,南环新村11幢1904室,"",,2025-12-25 17:41:52.620,,2025-12-25 17:41:52.620,,0
2004125432524509187,"","2013-05-15 00:00:00",南环新村11幢3208室,"","3205080085804",姑苏,"1","","","3","","","2013-05-17 00:00:00","","","2013-05-17 15:15:04","","320508",苏房安鉴[2013]改B字第2935号,南环新村11幢3208室,"",,2025-12-25 17:41:52.621,,2025-12-25 17:41:52.621,,0
2004125432528703489,"","2013-09-10 00:00:00",南环新村11幢2601室,"","3205080085804",姑苏,"1","","","3","","","2013-09-10 00:00:00","","","2013-09-10 13:14:53","","320508",苏房安鉴[2013]改A字第4259号,南环新村11幢2601室,"",,2025-12-25 17:41:52.621,,2025-12-25 17:41:52.621,,0
2004125432528703490,"","2013-07-03 00:00:00",南环新村11幢3104室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-10 10:16:53","","320508",苏房安鉴[2013]改B字第4071号,南环新村11幢3104室,"",,2025-12-25 17:41:52.621,,2025-12-25 17:41:52.621,,0
2004125432528703491,"","2013-07-08 00:00:00",南环新村11幢2306室,"","3205080085804",姑苏,"1","","","3","","","2013-07-11 00:00:00","","","2013-07-11 14:31:49","","320508",苏房安鉴[2013]改A字第3145号,南环新村11幢2306室,"",,2025-12-25 17:41:52.622,,2025-12-25 17:41:52.622,,0
2004125432532897794,"","2013-07-01 00:00:00",南环新村11幢2301室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-10 09:19:07","","320508",苏房安鉴[2013]改B字第4056号,南环新村11幢2301室,"",,2025-12-25 17:41:52.622,,2025-12-25 17:41:52.622,,0
2004125432532897795,"","2013-07-01 00:00:00",南环新村11幢3005室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-10 09:42:29","","320508",苏房安鉴[2013]改B字第4061号,南环新村11幢3005室,"",,2025-12-25 17:41:52.622,,2025-12-25 17:41:52.622,,0
2008055546970869761,"2","2021-03-22 00:00:00",周庄镇北市街74号,"","3205830260933",昆山,"1","","","2","0",C,"",北市街74号,周庄镇,"","","",FW-21-0050,北市街74号,"",,2026-01-05 13:58:44.922,,2026-01-05 13:58:44.922,,0
2004125432532897796,"","2013-07-02 00:00:00",南环新村11幢905室,"","3205080085804",姑苏,"1","","","3","","","2013-07-02 00:00:00","","","2013-07-03 13:22:18","","320508",苏房安鉴[2013]改A字第2850号,南环新村11幢905室,"",,2025-12-25 17:41:52.623,,2025-12-25 17:41:52.623,,0
2004125432537092098,"","2013-08-05 00:00:00",南环新村11幢3305室,"","3205080085804",姑苏,"1","","","3","","","2013-08-05 00:00:00","","","2013-08-05 13:14:23","","320508",苏房安鉴[2013]改A字第3736号,南环新村11幢3305室,"",,2025-12-25 17:41:52.623,,2025-12-25 17:41:52.623,,0
2004125432537092099,"","2013-07-05 00:00:00",南环新村11幢1708室,"","3205080085804",姑苏,"1","","","3","","","2013-07-08 00:00:00","","","2013-07-09 10:06:59","","320508",苏房安鉴[2013]改B字第3913号,南环新村11幢1708室,"",,2025-12-25 17:41:52.623,,2025-12-25 17:41:52.623,,0
2004125432537092100,"","2013-07-04 00:00:00",南环新村11幢2904室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-15 14:46:54","","320508",苏房安鉴[2013]改A字第3276号,南环新村11幢2904室,"",,2025-12-25 17:41:52.624,,2025-12-25 17:41:52.624,,0
2004125432541286402,"","2013-08-27 00:00:00",南环新村11幢1602室,"","3205080085804",姑苏,"1","","","3","","","2013-08-27 00:00:00","","","2013-08-27 13:06:38","","320508",苏房安鉴[2013]改A字第4092号,南环新村11幢1602室,"",,2025-12-25 17:41:52.624,,2025-12-25 17:41:52.624,,0
2004125432541286403,"","2013-07-01 00:00:00",南环新村11幢2804室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-10 09:35:07","","320508",苏房安鉴[2013]改B字第4059号,南环新村11幢2804室,"",,2025-12-25 17:41:52.624,,2025-12-25 17:41:52.624,,0
2004125432541286404,"","2021-11-01 00:00:00",南环新村11幢1804室,"","3205080085804",姑苏,"1","","","3","","","","","","2021-11-01 10:51:37","","320508",苏房安鉴[2021]意A内字第1340号,南环新村11幢1804室,"",,2025-12-25 17:41:52.625,,2025-12-25 17:41:52.625,,0
2004125432545480706,"","2010-03-24 00:00:00",广大家园5幢110室,"","3205080010839",姑苏,"1","","","3","","","2010-03-25 00:00:00","","","2010-03-25 14:23:28","","320508",苏房安鉴[2010]装咨A字第743号,广大家园5幢110室,"",,2025-12-25 17:41:52.625,,2025-12-25 17:41:52.625,,0
2004125432545480707,"","2013-08-21 00:00:00",南环新村11幢2905室,"","3205080085804",姑苏,"1","","","3","","","2013-08-21 00:00:00","","","2013-08-21 10:11:34","","320508",苏房安鉴[2013]改A字第3974号,南环新村11幢2905室,"",,2025-12-25 17:41:52.625,,2025-12-25 17:41:52.625,,0
2004125432545480708,"","2013-07-01 00:00:00",南环新村11幢2304室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-10 09:27:01","","320508",苏房安鉴[2013]改B字第4058号,南环新村11幢2304室,"",,2025-12-25 17:41:52.626,,2025-12-25 17:41:52.626,,0
2004125432549675010,"","2013-07-04 00:00:00",南环新村11幢901室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-15 14:39:35","","320508",苏房安鉴[2013]改A字第3272号,南环新村11幢901室,"",,2025-12-25 17:41:52.626,,2025-12-25 17:41:52.626,,0
2004125432549675011,"","2013-07-18 00:00:00",南环新村11幢706室,"","3205080085804",姑苏,"1","","","3","","","2013-07-19 00:00:00","","","2013-07-29 16:44:45","","320508",苏房安鉴[2013]改A字第3629号,南环新村11幢706室,"",,2025-12-25 17:41:52.626,,2025-12-25 17:41:52.626,,0
2004125432549675012,"","2013-11-08 00:00:00",南环新村11幢908室,"","3205080085804",姑苏,"1","","","3","","","2013-11-11 00:00:00","","","2013-11-11 08:49:07","","320508",苏房安鉴[2013]改B字第6019号,南环新村11幢908室,"",,2025-12-25 17:41:52.627,,2025-12-25 17:41:52.627,,0
2004125432553869313,"","2021-07-01 00:00:00",南环新村11幢503室,"","3205080085804",姑苏,"1","","","3","","","","","","2021-08-04 10:30:47","","320508",苏房安鉴[2021]意A内字第369号,南环新村11幢503室,"",,2025-12-25 17:41:52.627,,2025-12-25 17:41:52.627,,0
2004125432553869314,"","2013-07-01 00:00:00",南环新村11幢2505室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-10 09:39:52","","320508",苏房安鉴[2013]改B字第4060号,南环新村11幢2505室,"",,2025-12-25 17:41:52.627,,2025-12-25 17:41:52.627,,0
2004125432553869315,"","2013-07-01 00:00:00",南环新村11幢2708室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-10 10:03:01","","320508",苏房安鉴[2013]改B字第4067号,南环新村11幢2708室,"",,2025-12-25 17:41:52.628,,2025-12-25 17:41:52.628,,0
2004125432558063618,"","2013-09-10 00:00:00",南环新村11幢2402室,"","3205080085804",姑苏,"1","","","3","","","2013-09-10 00:00:00","","","2013-09-10 10:37:52","","320508",苏房安鉴[2013]改A字第4240号,南环新村11幢2402室,"",,2025-12-25 17:41:52.628,,2025-12-25 17:41:52.628,,0
2004125432558063619,"","2013-07-01 00:00:00",南环新村11幢808室,"","3205080085804",姑苏,"1","","","3","","","2013-07-05 00:00:00","","","2013-07-10 09:45:07","","320508",苏房安鉴[2013]改B字第4062号,南环新村11幢808室,"",,2025-12-25 17:41:52.628,,2025-12-25 17:41:52.628,,0
2004125432558063620,"","2013-07-05 00:00:00",南环新村11幢1504室,"","3205080085804",姑苏,"1","","","3","","","2013-07-08 00:00:00","","","2013-07-09 10:23:00","","320508",苏房安鉴[2013]改B字第3938号,南环新村11幢1504室,"",,2025-12-25 17:41:52.629,,2025-12-25 17:41:52.629,,0
2004125432562257922,"","2013-07-24 00:00:00",南环新村11幢1202室,"","3205080085804",姑苏,"1","","","3","","","2013-08-01 00:00:00","","","2013-08-05 13:52:28","","320508",苏房安鉴[2013]改A字第3743号,南环新村11幢1202室,"",,2025-12-25 17:41:52.629,,2025-12-25 17:41:52.629,,0
2004125432562257923,"","2013-07-08 00:00:00",南环新村11幢2508室,"","3205080085804",姑苏,"1","","","3","","","2013-07-11 00:00:00","","","2013-07-11 14:23:56","","320508",苏房安鉴[2013]改A字第3140号,南环新村11幢2508室,"",,2025-12-25 17:41:52.629,,2025-12-25 17:41:52.629,,0
2004125433128488961,"1","2023-07-24 00:00:00",飘逸路9号星港学校 (本部),吴江市建设工程质量检测中心有限公司,"3205710013536",园区,"1","","","1","",Asu,"",苏州工业园区星港学校飘逸路校区5#图书馆,娄葑街道,"2023-09-25 00:00:00","","320571",【工业园区】苏鉴字第017号2301555,苏州工业园区星港学校飘逸路校区5#图书馆,"",,2025-12-25 17:41:52.764,,2025-12-25 17:41:52.764,,0
2004125433132683265,"1","2025-07-22 00:00:00",敦煌路99号斜塘学校 南校区,江苏方建质量鉴定检测有限公司,"3205710010552",园区,"1","","","1","",Bsu,"",苏州工业园区斜塘学校南校区7#食堂,斜塘街道,"2025-08-15 00:00:00","","320571",【工业园区】苏鉴字第016号2501303,苏州工业园区斜塘学校南校区7#食堂,"",,2025-12-25 17:41:52.765,,2025-12-25 17:41:52.765,,0
2004125505299877889,"1","2025-04-01 00:00:00",南塘河路18号,苏州市建设工程质量检测中心有限公司,"3205060044867",吴中,"1","","","1","",Bsu,"",麦稻商业广场安全性鉴定,甪直镇,"2025-07-15 00:00:00","","320506",【吴中】苏鉴字第001号2501154,麦稻商业广场安全性鉴定,"",,2025-12-25 17:42:09.971,,2025-12-25 17:42:09.971,,0
2004125509070557185,"3","2025-03-19 00:00:00",平西村东古塘9组,苏州科建建设工程质量检测有限公司,"3205090123620",吴江,"1","","","1","",二,"",污泥脱水 机房,平望镇,"2025-04-18 00:00:00","","320509",【吴江】苏鉴字第009号2500438,污泥脱水 机房,"",,2025-12-25 17:42:10.871,,2025-12-25 17:42:10.871,,0
2005452653633703937,"","2016-05-06 00:00:00",国宾花园271幢402室,"","3205710005250",园区,"1","","","3","","","","","","2016-05-06 10:45:56","","320571",苏房安鉴[2016]内改A字第1183号,国宾花园271幢402室,"",,2025-12-29 09:35:46.791,,2025-12-29 09:35:46.791,,0
2004125515928244225,"","2010-01-18 00:00:00",体育馆,"","3205060063358","","1","","","3","","","2010-01-18 00:00:00","","","2010-01-18 10:11:32","","999999",苏房安鉴[2010]舞咨B字第1号,体育馆,"",,2025-12-25 17:42:12.505,,2025-12-25 17:42:12.505,,0
2004125523184390145,"2","2022-12-26 14:19:06",(８)顾家扇38号顾玉林,"","3205090433409",吴江,"2","","","2","0",D,"","",平望镇,"","","","",(８)顾家扇38号顾玉林_,"",,2025-12-25 17:42:14.235,,2025-12-25 17:42:14.235,,0
2004125534878109698,"1","2023-03-10 00:00:00",林泉街377号6号楼,苏州苏房房屋安全鉴定中心有限责任公司,"3205710011608",园区,"1","","","1","",Bsu,"",苏州工业园区领科海外教育学校院内6号楼,"","2023-04-14 00:00:00","","320571",【工业园区】苏鉴字第018号2300298,苏州工业园区领科海外教育学校院内6号楼,"",,2025-12-25 17:42:17.023,,2025-12-25 17:42:17.023,,0
2004125445031923714,"1","2024-12-03 00:00:00",人民中路36号,常州市建筑科学研究院集团股份有限公司,"3205820180926",张家港,"1","","","1","","","",中国工商银行股份有限公司张家港城北支行室内改造项目（装修含消防）,经开区（杨舍镇）,"2024-12-24 00:00:00","","320582",【张家港】苏鉴字第014号2401455,中国工商银行股份有限公司张家港城北支行室内改造项目（装修含消防）,"",,2025-12-25 17:41:55.603,,2025-12-25 17:41:55.603,,0
2004125453923848194,"","2013-06-19 00:00:00",玲珑湾6幢306室,"","3205820178402",园区,"1","","","3","","","2013-06-19 00:00:00","","","2013-06-20 14:13:20","","320571",苏房安鉴[2013]改B字第3568号,玲珑湾6幢306室,"",,2025-12-25 17:41:57.723,,2025-12-25 17:41:57.723,,0
2004125453928042497,"","2008-08-20 00:00:00",玲珑湾6幢2004室,"","3205820178402",园区,"1","","","3","","","2008-08-25 00:00:00","","","2008-08-25 14:20:33","","320571",苏房鉴处[2008]装咨B字第1312号,玲珑湾6幢2004室,"",,2025-12-25 17:41:57.723,,2025-12-25 17:41:57.723,,0
2004125453928042498,"","2013-10-18 00:00:00",玲珑湾6幢1505室,"","3205820178402",园区,"1","","","3","","","2013-10-18 00:00:00","","","2013-10-24 11:01:55","","320571",苏房安鉴[2013]改A字第4871号,玲珑湾6幢1505室,"",,2025-12-25 17:41:57.724,,2025-12-25 17:41:57.724,,0
2004125453932236802,"","2008-07-14 00:00:00",玲珑湾6幢1607室,"","3205820178402",园区,"1","","","3","","","2008-07-21 00:00:00","","","2008-07-21 14:57:40","","320571",苏房鉴处[2008]装咨B字第1147号,玲珑湾6幢1607室,"",,2025-12-25 17:41:57.724,,2025-12-25 17:41:57.724,,0
2004125453932236803,"","2014-06-18 00:00:00",玲珑湾6幢807室,"","3205820178402",园区,"1","","","3","","","2014-06-19 00:00:00","","","2014-06-19 10:04:02","","320571",苏房安鉴[2014]改A字第2756号,玲珑湾6幢807室,"",,2025-12-25 17:41:57.724,,2025-12-25 17:41:57.724,,0
2004125453932236804,"","2013-08-15 00:00:00",玲珑湾6幢1805室,"","3205820178402",园区,"1","","","3","","","2013-08-16 00:00:00","","","2013-08-27 10:09:40","","320571",苏房安鉴[2013]改A字第4070号,玲珑湾6幢1805室,"",,2025-12-25 17:41:57.725,,2025-12-25 17:41:57.725,,0
2004125453936431106,"","2012-09-27 00:00:00",玲珑湾6幢1207室,"","3205820178402",园区,"1","","","3","","","2012-09-27 00:00:00","","","2012-09-27 15:55:29","","320571",苏房安鉴[2012]改B字第3297号,玲珑湾6幢1207室,"",,2025-12-25 17:41:57.725,,2025-12-25 17:41:57.725,,0
2004125453936431107,"","2012-09-28 00:00:00",玲珑湾6幢1905室,"","3205820178402",园区,"1","","","3","","","2012-09-29 00:00:00","","","2012-09-29 15:05:49","","320571",苏房安鉴[2012]改B字第3386号,玲珑湾6幢1905室,"",,2025-12-25 17:41:57.725,,2025-12-25 17:41:57.725,,0
2004125473129566209,"3","2025-04-28 00:00:00",协鑫路19,苏州恒信建设技术开发检测有限公司,"3205850002022",太仓,"1","","","1","",二,"",太仓市港城组团污水处理厂改扩建工程鼓风机房幢房屋,浮桥镇,"2025-05-23 00:00:00","","320585",【太仓】苏鉴字第010号2500829,太仓市港城组团污水处理厂改扩建工程鼓风机房幢房屋,"",,2025-12-25 17:42:02.301,,2025-12-25 17:42:02.301,,0
2004125475918778370,"3","2025-04-28 00:00:00",太仓市璜泾镇新华村二十六组90号4,苏州恒信建设技术开发检测有限公司,"3205850093729",太仓,"1","","","1","",二,"",太仓市璜泾镇污水处理厂滤池幢房屋,"","2025-05-20 00:00:00","","320585",【太仓】苏鉴字第010号2500827,太仓市璜泾镇污水处理厂滤池幢房屋,"",,2025-12-25 17:42:02.966,,2025-12-25 17:42:02.966,,0
2004125477441310722,"2","2022-12-26 14:19:05","2组赵陵山路（街、巷）256东2号昆山好的模具有限公司","","3205830088325",昆山,"2","","","2","0",A,"","",张浦镇,"","","","","2组赵陵山路（街、巷）256东2号昆山好的模具有限公司_","",,2025-12-25 17:42:03.329,,2025-12-25 17:42:03.329,,0
2004125489571237890,"1","2024-04-10 00:00:00",江苏省苏州市高新区兴贤路观山商业广场10幢,常州市建筑科学研究院集团股份有限公司,"3205050034142",虎丘,"1","","","1","",Bsu,"",观山商业广场10幢房屋安全性鉴定,浒墅关经济开发区,"2024-04-22 00:00:00","","320505",【高新】苏鉴字第014号2400399,观山商业广场10幢房屋安全性鉴定,"",,2025-12-25 17:42:06.221,,2025-12-25 17:42:06.221,,0
2004125489575432194,"1","2023-08-10 00:00:00",阳澄湖中路120号,苏州市相城检测股份有限公司,"3205070067534",相城,"1","","","1","",Bsu,"",陆慕实验小学西门卫,元和街道,"2024-04-28 00:00:00","","320507",【相城】苏鉴字第007号2400088,陆慕实验小学西门卫,"",,2025-12-25 17:42:06.222,,2025-12-25 17:42:06.222,,0
2004125489948725250,"1","2023-08-15 00:00:00",广济北路,苏州市相城检测股份有限公司,"3205070071095",相城,"1","","","1","",Bsu,"",苏州市相城区御窑小学体艺楼,北桥街道,"2024-04-28 00:00:00","","320507",【相城】苏鉴字第007号2400078,苏州市相城区御窑小学体艺楼,"",,2025-12-25 17:42:06.312,,2025-12-25 17:42:06.312,,0
2004125489952919554,"1","2024-04-10 00:00:00",江苏省苏州市高新区兴贤路观山商业广场20幢,常州市建筑科学研究院集团股份有限公司,"3205050034153",虎丘,"1","","","1","",Bsu,"",观山商业广场20幢房屋安全性鉴定,浒墅关经济开发区,"2024-04-16 00:00:00","","320505",【高新】苏鉴字第014号2400419,观山商业广场20幢房屋安全性鉴定,"",,2025-12-25 17:42:06.312,,2025-12-25 17:42:06.312,,0
2004125491160879106,"1","2023-09-25 00:00:00",凤阳路119号2,苏州恒信建设技术开发检测有限公司,"3205070147515",相城,"1","","","1","",Bsu,"",戴溇村湘城花园车库加固工程,度假区（阳澄湖镇）,"2024-03-11 00:00:00","","320507",【相城】苏鉴字第010号2400081,戴溇村湘城花园车库加固工程,"",,2025-12-25 17:42:06.600,,2025-12-25 17:42:06.600,,0
2004125491534172162,"1","2024-09-29 00:00:00",平胜路33号,江苏方建质量鉴定检测有限公司,"3205710016978",园区,"1","","","1","",Bsu,"",苏州工业园区胜浦镇平胜路33号1幢房屋,高端制造与国际贸易区,"2024-10-18 00:00:00","","320571",【工业园区】苏鉴字第016号2401160,苏州工业园区胜浦镇平胜路33号1幢房屋,"",,2025-12-25 17:42:06.689,,2025-12-25 17:42:06.689,,0
2004125491538366465,"3","2025-03-25 00:00:00",唯新路7号唯亭民营工业区14号厂房,江苏煜顺工程检测技术服务有限公司,"3205710026046",园区,"1","","","1","",二,"",唯亭北部创业投资3#地块标准厂房14#厂房,"","2025-07-21 00:00:00","","320571",【工业园区】苏鉴字第011号2500303,唯亭北部创业投资3#地块标准厂房14#厂房,"",,2025-12-25 17:42:06.690,,2025-12-25 17:42:06.690,,0
2004125493727793154,"1","2022-09-21 00:00:00",常熟市高新技术开发区黄浦江路62号辉煌银河商业中心6幢,江苏省建筑工程质量检测中心有限公司,"3205810463584",常熟,"1","","","1","0",au,"",新米迪partyK,东南街道,"2022-09-21 00:00:00","","320581","",新米迪partyK,"",,2025-12-25 17:42:07.212,,2025-12-25 17:42:07.212,,0
2004125494642151425,"2","2022-11-03 00:00:00",昆山市九华路9号,昆山市房屋安全鉴定管理站,"3205830003991",昆山,"1","","","2","",B,"",昆山市开发区九华路9号2号楼,"","2023-03-21 00:00:00","","320583",【昆山】苏鉴字第019号2300337,昆山市开发区九华路9号2号楼,"",,2025-12-25 17:42:07.430,,2025-12-25 17:42:07.430,,0
2004125500866498561,"3","2023-06-12 00:00:00",苏州市吴中区环山公路漫太湖四季客栈外婆桥店(东北1门)东北侧约40米1幢,苏州市建设工程质量检测中心有限公司,"3205060207077",吴中,"1","","","1","",三,"",苏州市吴中区洞庭山天然泉水厂1幢局部,东山镇,"2023-06-16 00:00:00","","320506",【吴中】苏鉴字第001号2300892,苏州市吴中区洞庭山天然泉水厂1幢局部,"",,2025-12-25 17:42:08.914,,2025-12-25 17:42:08.914,,0
2004126195850088449,"","2013-11-27 00:00:00",白塔东路62号,"","3205080050607",姑苏,"1","","","3","","","2013-12-02 00:00:00","",平江街道,"2013-12-02 08:53:07","","320508",苏房安鉴[2013]鉴B字第19号,白塔东路62号,"",,2025-12-25 17:44:54.612,,2025-12-25 17:44:54.612,,0
2004126201680171010,"","2009-12-14 00:00:00",南澳花园4幢501室,"","3205710004732",园区,"1","","","3","","","2009-12-17 00:00:00","","","2009-12-18 10:05:21","","320571",苏房安鉴[2009]装咨B字第3634号,南澳花园4幢501室,"",,2025-12-25 17:44:56.002,,2025-12-25 17:44:56.002,,0
2004125535473700866,"","2019-04-15 00:00:00",景运家园12幢202室,"","3205080015025",姑苏,"1","","","3","","","2019-04-17 00:00:00","","","2019-04-18 10:43:04","","320508",苏房安鉴[2019]咨B用字第104号,景运家园12幢202室,"",,2025-12-25 17:42:17.166,,2025-12-25 17:42:17.166,,0
2004125535477895169,"","2020-05-20 00:00:00",景运家园12幢504室,"","3205080015025",姑苏,"1","","","3","","","2020-05-25 00:00:00","","","2020-05-25 11:27:32","","320508",苏房安鉴[2020]意B维字第103号,景运家园12幢504室,"",,2025-12-25 17:42:17.166,,2025-12-25 17:42:17.166,,0
2004125535477895170,"","2020-05-27 00:00:00",景运家园12幢304室,"","3205080015025",姑苏,"1","","","3","","","2020-06-02 00:00:00","","","2020-06-03 09:10:02","","320508",苏房安鉴[2020]意A维字第194号,景运家园12幢304室,"",,2025-12-25 17:42:17.167,,2025-12-25 17:42:17.167,,0
2004125535482089473,"","2019-03-19 00:00:00",景运家园12幢104室,"","3205080015025",姑苏,"1","","","3","","","2019-04-01 00:00:00","","","2019-04-01 09:39:52","","320508",苏房安鉴[2019]咨B用字第39号,景运家园12幢104室,"",,2025-12-25 17:42:17.167,,2025-12-25 17:42:17.167,,0
2004125535482089474,"","2020-05-13 00:00:00",景运家园12幢101室,"","3205080015025",姑苏,"1","","","3","","","2020-05-20 00:00:00","","","2020-05-20 09:10:02","","320508",苏房安鉴[2020]意A维字第141号,景运家园12幢101室,"",,2025-12-25 17:42:17.167,,2025-12-25 17:42:17.167,,0
1991321534969581569,"1","2025-05-22 00:00:00",解放东路488号,苏州市建设工程质量检测中心有限公司,"3205080070089",姑苏,"1",http://218.4.84.173:8003\fileAnnexes/3a652cab-fc4d-4257-84d4-8caabd1b1399/20251024/wu_1j8acaacd1qod1f9p1qe41falciv8.pdf,"","1","",Bsu,"",江苏省苏州市中级人民法院7#门卫1,吴门桥街道,"2025-09-25 00:00:00","","320508",【姑苏】苏鉴字第001号2502098,江苏省苏州市中级人民法院7#门卫1,"",,2025-11-20 09:43:45.559,,2025-11-20 09:43:45.559,,0
2004125535482089475,"","2019-05-06 00:00:00",景运家园12幢503室,"","3205080015025",姑苏,"1","","","3","","","2019-05-13 00:00:00","","","2019-05-13 09:12:46","","320508",苏房安鉴[2019]咨B用字第156号,景运家园12幢503室,"",,2025-12-25 17:42:17.168,,2025-12-25 17:42:17.168,,0
